name,element,team,position,value,total_points,minutes,goals_scored,assists,clean_sheets,yellow_cards,influence,creativity,threat,ict_index,round
Aaron Cresswell,411,West Ham,DEF,55,2,90,0,0,0,0,14.8,28.2,8.0,5.1,10
Aaron Lennon,575,Burnley,MID,50,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Aaron Ramsdale,559,Arsenal,GK,46,10,90,0,0,1,0,50.8,0.0,0.0,5.1,10
Aaron Ramsey,496,Aston Villa,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Aaron Wan-Bissaka,288,Man Utd,DEF,53,7,90,0,0,1,0,12.4,16.9,26.0,5.5,10
Abdoulaye Doucouré,173,Everton,MID,55,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Adam Armstrong,525,Southampton,FWD,59,5,90,0,1,1,0,10.2,21.5,43.0,7.5,10
Adam Forshaw,552,Leeds,MID,45,1,13,0,0,0,0,8.8,20.5,0.0,2.9,10
Adam Idah,329,Norwich,FWD,49,1,13,0,0,0,0,0.2,0.1,0.0,0.0,10
Adam Lallana,53,Brighton,MID,54,5,76,0,1,0,0,36.4,23.6,19.0,7.9,10
Adam Masina,390,Watford,DEF,43,2,90,0,0,0,0,21.4,15.0,1.0,3.7,10
Adam Webster,61,Brighton,DEF,44,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Adama Traoré,435,Wolves,MID,59,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Adedapo Awokoya-Mebude,469,Watford,FWD,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Ademola Lookman,587,Leicester,MID,60,1,45,0,0,0,0,7.8,2.8,19.0,3.0,10
Adrián San Miguel del Castillo,223,Liverpool,GK,44,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Ainsley Maitland-Niles,13,Arsenal,MID,53,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Albert Sambi Lokonga,478,Arsenal,MID,48,3,90,0,0,1,0,5.2,2.1,8.0,1.5,10
Alex Iwobi,174,Everton,MID,58,9,77,1,0,0,0,42.0,23.3,23.0,8.8,10
Alex Kral,589,West Ham,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Alex McCarthy,334,Southampton,GK,45,8,90,0,0,1,0,20.2,0.0,0.0,2.0,10
Alex Nicolao Telles,279,Man Utd,DEF,50,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Alex Oxlade-Chamberlain,227,Liverpool,MID,58,7,70,0,1,0,0,29.4,29.8,11.0,7.0,10
Alexandre Lacazette,6,Arsenal,FWD,83,1,57,0,0,0,0,1.2,3.2,8.0,1.2,10
Alexis Mac Allister,74,Brighton,MID,54,1,30,0,0,0,0,6.2,1.6,0.0,0.8,10
Alireza Jahanbakhsh,66,Brighton,MID,55,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Alisson Ramses Becker,231,Liverpool,GK,60,2,90,0,0,0,0,28.6,0.0,0.0,2.9,10
Allan Marques Loureiro,171,Everton,MID,46,2,90,0,0,0,0,9.6,3.2,0.0,1.3,10
Allan Saint-Maximin,307,Newcastle,FWD,68,2,90,0,0,0,0,3.2,2.3,18.0,2.4,10
Alphonse Areola,489,West Ham,GK,48,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Andi Zeqiri,535,Brighton,FWD,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Andre Gray,383,Watford,FWD,54,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Andreas Christensen,133,Chelsea,DEF,50,6,90,0,0,1,0,17.0,18.4,0.0,3.5,10
Andreas Pereira,511,Man Utd,MID,50,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Andreas Söndergaard,444,Wolves,GK,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Andrew Omobamidele,331,Norwich,DEF,39,10,90,1,0,0,0,51.8,0.9,17.0,7.0,10
Andrew Robertson,234,Liverpool,DEF,70,0,90,0,0,0,1,11.8,12.6,6.0,3.0,10
Andriy Yarmolenko,412,West Ham,MID,52,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Andros Townsend,482,Everton,MID,57,2,90,0,0,0,0,23.2,58.8,2.0,8.4,10
André Filipe Tavares Gomes,172,Everton,MID,49,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Andy Lonergan,571,Everton,GK,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Angelo Ogbonna,409,West Ham,DEF,50,2,90,0,0,0,0,13.4,0.3,0.0,1.4,10
Angus Gunn,448,Norwich,GK,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Anthony Elanga,512,Man Utd,MID,48,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Anthony Gordon,503,Everton,MID,45,1,12,0,0,0,0,7.4,4.8,35.0,4.7,10
Anthony Martial,278,Man Utd,FWD,76,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Antonio Rüdiger,127,Chelsea,DEF,58,6,90,0,0,1,0,9.4,10.8,19.0,3.9,10
Anwar El Ghazi,42,Aston Villa,MID,57,1,18,0,0,0,0,2.0,10.5,0.0,1.3,10
Armando Broja,518,Southampton,FWD,50,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Arthur Masuaku,417,West Ham,DEF,44,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Arthur Okonkwo,572,Arsenal,GK,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Ashley Barnes,105,Burnley,FWD,53,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Ashley Fletcher,395,Watford,FWD,49,1,8,0,0,0,0,3.0,0.0,17.0,2.0,10
Ashley Westwood,107,Burnley,MID,53,2,90,0,0,0,0,12.0,30.0,2.0,4.4,10
Ashley Young,52,Aston Villa,DEF,48,1,75,0,0,0,0,14.8,16.2,2.0,3.3,10
Asmir Begović,481,Everton,GK,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Axel Tuanzebe,283,Aston Villa,DEF,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Aymeric Laporte,259,Man City,DEF,55,-3,46,0,0,0,0,0.0,12.2,0.0,0.9,10
Ayotomiwa Dele-Bashiru,394,Watford,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Ayoze Pérez,211,Leicester,MID,58,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Bailey Peacock-Farrell,117,Burnley,GK,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Bali Mumba,515,Norwich,DEF,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Bamidele Alli,363,Spurs,MID,64,1,17,0,0,0,0,0.8,2.1,2.0,0.5,10
Ben Davies,248,Liverpool,DEF,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Ben Davies,364,Spurs,DEF,44,0,90,0,0,0,1,0.0,3.1,9.0,1.2,10
Ben Foster,376,Watford,GK,41,2,90,0,0,0,0,4.0,0.0,0.0,0.4,10
Ben Gibson,456,Norwich,DEF,44,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Ben Godfrey,179,Everton,DEF,48,1,90,0,0,0,0,7.4,12.1,18.0,3.8,10
Ben Johnson,425,West Ham,DEF,39,8,90,1,0,0,0,62.0,1.2,17.0,8.0,10
Ben Mee,106,Burnley,DEF,49,2,90,0,0,0,0,17.6,0.3,6.0,2.4,10
Ben White,67,Arsenal,DEF,44,6,90,0,0,1,0,8.8,0.3,0.0,0.9,10
Ben Wilmot,401,Watford,DEF,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Ben Woodburn,553,Liverpool,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Benjamin Chilwell,135,Chelsea,DEF,59,8,90,0,0,1,0,8.6,32.2,6.0,4.7,10
Benjamin Mendy,253,Man City,DEF,53,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Bernard Anício Caldeira Duarte,167,Everton,MID,55,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Bernardo Fernandes Da Silva Junior,68,Brighton,DEF,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Bernardo Mota Veiga de Carvalho e Silva,261,Man City,MID,71,1,90,0,0,0,1,5.0,7.0,14.0,2.6,10
Bernd Leno,1,Arsenal,GK,47,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Bertrand Traoré,32,Aston Villa,MID,57,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Billy Gilmour,145,Norwich,MID,44,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Björn Engels,31,Aston Villa,DEF,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Bobby Thomas,534,Burnley,DEF,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Boubakary Soumaré,458,Leicester,MID,48,2,90,0,0,0,0,6.8,3.3,0.0,1.0,10
Brandon Williams,290,Norwich,DEF,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Bruno Miguel Borges Fernandes,277,Man Utd,MID,117,6,75,0,1,1,0,33.6,38.9,4.0,7.7,10
Bryan Gil Salvatierra,487,Spurs,MID,57,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Bryan Mbeumo,96,Brentford,MID,56,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Bukayo Saka,22,Arsenal,MID,63,6,84,0,1,1,0,23.6,41.1,28.0,9.3,10
Callum Hudson-Odoi,140,Chelsea,MID,53,3,87,0,0,1,0,13.4,42.2,8.0,6.4,10
Callum Wilson,296,Newcastle,FWD,73,2,90,0,0,0,0,0.0,1.6,6.0,0.3,10
Calum Chambers,10,Arsenal,DEF,42,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Cameron Archer,568,Aston Villa,FWD,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Caoimhin Kelleher,242,Liverpool,GK,44,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Carney Chukwuemeka,526,Aston Villa,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Cenk Tosun,622,Everton,FWD,50,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Charlie Cresswell,563,Leeds,DEF,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Charlie Goode,87,Brentford,DEF,39,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Charlie Taylor,113,Burnley,DEF,44,6,90,0,1,0,0,32.4,18.6,1.0,5.2,10
Charlie Whitaker,613,Everton,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Che Adams,345,Southampton,FWD,68,7,90,1,0,1,0,33.2,11.4,32.0,7.7,10
Cheikhou Kouyaté,150,Crystal Palace,DEF,45,6,84,0,0,1,0,12.6,0.3,0.0,1.3,10
Chem Campbell,548,Wolves,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Chris Wood,109,Burnley,FWD,67,6,90,1,0,0,0,33.2,3.6,76.0,11.3,10
Christian Benteke,149,Crystal Palace,FWD,63,1,25,0,0,0,0,1.2,0.5,8.0,1.0,10
Christian Kabasele,384,Watford,DEF,43,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Christian Marques,549,Wolves,DEF,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Christian Nørgaard,77,Brentford,MID,50,5,90,0,1,0,0,33.4,15.1,10.0,5.9,10
Christian Pulisic,137,Chelsea,MID,79,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Christoph Zimmermann,324,Norwich,DEF,44,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Christos Tzolis,528,Norwich,MID,49,1,21,0,0,0,0,1.2,0.1,0.0,0.1,10
Ciaran Clark,293,Newcastle,DEF,44,1,90,0,0,0,0,29.6,14.2,4.0,4.8,10
Cieran Slicker,615,Man City,GK,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Cody Drameh,562,Leeds,DEF,40,0,19,0,0,0,1,0.0,0.3,0.0,0.0,10
Cole Palmer,507,Man City,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Connor Roberts,585,Burnley,DEF,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Conor Coady,429,Wolves,DEF,45,2,90,0,0,0,0,23.6,3.2,18.0,4.5,10
Conor Coventry,522,West Ham,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Conor Gallagher,144,Crystal Palace,MID,56,13,90,1,1,1,1,76.8,49.5,34.0,16.0,10
Conor Hourihane,29,Aston Villa,MID,49,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Craig Cathcart,379,Watford,DEF,44,2,90,0,0,0,0,36.6,0.5,0.0,3.7,10
Craig Dawson,414,West Ham,DEF,49,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Cristian Romero,494,Spurs,DEF,49,0,90,0,0,0,1,16.0,0.4,2.0,1.8,10
Cristiano Ronaldo dos Santos Aveiro,579,Man Utd,FWD,124,12,70,1,1,1,0,53.8,29.0,37.0,12.0,10
Crysencio Summerville,551,Leeds,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Curtis Jones,244,Liverpool,MID,50,2,86,0,0,0,0,8.6,5.6,4.0,1.8,10
Cédric Soares,5,Arsenal,DEF,42,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
César Azpilicueta,119,Chelsea,DEF,61,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Dale Stephens,102,Burnley,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Dan Burn,58,Brighton,DEF,44,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Dan Gosling,378,Watford,MID,48,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Dane Scarlett,520,Spurs,FWD,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Daniel Amartey,208,Leicester,DEF,39,0,45,0,0,0,0,7.2,3.1,0.0,1.0,10
Daniel Bachmann,389,Watford,GK,43,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Daniel Castelo Podence,438,Wolves,MID,55,1,11,0,0,0,0,1.0,0.3,0.0,0.1,10
Daniel James,287,Leeds,MID,60,5,76,0,1,0,0,20.2,11.8,26.0,5.8,10
Daniel N'Lundulu,344,Southampton,FWD,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Danny Ings,337,Aston Villa,FWD,78,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Danny Rose,377,Watford,DEF,43,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Danny Ward,204,Leicester,GK,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Danny Welbeck,447,Brighton,FWD,60,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Darren Randolph,407,West Ham,GK,44,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
David Raya Martin,80,Brentford,GK,46,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
David de Gea,270,Man Utd,GK,50,6,90,0,0,1,0,2.8,0.0,0.0,0.3,10
Davinson Sánchez,367,Spurs,DEF,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Davy Pröpper,57,Brighton,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Dean Henderson,280,Man Utd,GK,48,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Declan Rice,421,West Ham,MID,50,13,90,1,1,0,0,73.4,25.2,48.0,14.7,10
Demarai Gray,484,Everton,MID,58,2,89,0,0,0,0,0.6,12.8,32.0,4.5,10
Dennis Praet,206,Leicester,MID,49,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Diego Llorente,190,Leeds,DEF,45,2,90,0,0,0,0,21.4,0.3,4.0,2.6,10
Dilan Markanday,597,Spurs,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Dimitris Giannoulis,457,Norwich,DEF,44,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Diogo Jota,240,Liverpool,MID,75,1,12,0,0,0,0,4.2,10.8,2.0,1.7,10
Divock Origi,235,Liverpool,FWD,49,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Domingos Quina,397,Watford,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Dominic Calvert-Lewin,177,Everton,FWD,80,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Dominic Thompson,498,Brentford,DEF,44,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Donny van de Beek,282,Man Utd,MID,57,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Douglas Luiz Soares de Paulo,50,Aston Villa,MID,46,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Dwight Gayle,300,Newcastle,FWD,53,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Dwight McNeil,118,Burnley,MID,58,4,90,0,1,0,1,26.8,14.9,2.0,4.4,10
Eberechi Eze,160,Crystal Palace,MID,59,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Ederson Santana de Moraes,257,Man City,GK,60,0,90,0,0,0,1,11.8,0.0,0.0,1.2,10
Edinson Cavani,269,Man Utd,FWD,84,8,81,1,0,1,0,34.6,3.0,47.0,8.5,10
Edouard Mendy,143,Chelsea,GK,62,6,90,0,0,1,0,10.2,0.0,0.0,1.0,10
Edward Nketiah,20,Arsenal,FWD,54,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Eldin Jakupovic,573,Leicester,GK,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Ellery Balcombe,92,Brentford,GK,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Elliot Anderson,609,Newcastle,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Ellis Simms,602,Everton,FWD,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Emerson Aparecido Leite de Souza Junior,588,Spurs,DEF,49,1,90,0,0,0,0,21.8,17.7,6.0,4.6,10
Emerson Palmieri dos Santos,539,Chelsea,DEF,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Emil Krafth,303,Newcastle,DEF,43,1,90,0,0,0,0,10.0,0.9,0.0,1.1,10
Emile Smith Rowe,21,Arsenal,MID,55,9,89,1,0,1,0,39.6,27.2,17.0,8.4,10
Emiliano Buendía Stati,43,Aston Villa,MID,63,4,51,0,1,0,0,19.0,12.1,2.0,3.3,10
Emiliano Martínez,30,Aston Villa,GK,55,1,90,0,0,0,0,31.8,0.0,0.0,3.2,10
Emmanuel Dennis,450,Watford,FWD,52,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Enock Mwepu,462,Brighton,MID,59,9,90,1,0,0,0,48.0,4.7,17.0,7.0,10
Eric Bailly,286,Man Utd,DEF,49,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Eric Dier,361,Spurs,DEF,45,1,90,0,0,0,0,14.4,0.7,6.0,2.1,10
Erik Lamela,356,Spurs,MID,60,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Erik Pieters,100,Burnley,DEF,43,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Ethan Ampadu,139,Chelsea,DEF,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Ethan Pinnock,91,Brentford,DEF,47,1,90,0,0,0,0,16.4,1.0,0.0,1.7,10
Ezri Konsa Ngoyo,45,Aston Villa,DEF,49,-4,49,0,0,0,0,5.2,0.1,4.0,0.9,10
Fabian Delph,163,Everton,MID,44,1,45,0,0,0,0,8.4,3.8,8.0,2.0,10
Fabian Schär,305,Newcastle,DEF,43,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Fabio Henrique Tavares,232,Liverpool,MID,54,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Fabio Silva,445,Wolves,FWD,57,1,1,0,0,0,0,0.0,0.0,0.0,0.0,10
Federico Fernández,465,Newcastle,DEF,44,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Fernando Luiz Rosa,453,Man City,MID,48,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Fernando Marçal,432,Wolves,DEF,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Ferran Torres,268,Man City,MID,68,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Finley Stevens,569,Brentford,DEF,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Florin Andone,500,Brighton,FWD,50,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Folarin Balogun,530,Arsenal,FWD,48,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Francisco Casilla Cortés,183,Leeds,GK,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Francisco Femenía Far,382,Watford,DEF,44,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Francisco Machado Mota de Castro Trincão,461,Wolves,MID,58,2,78,0,0,0,0,12.0,17.0,35.0,6.4,10
Francisco Sierralta,396,Watford,DEF,43,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Frank Onyeka,479,Brentford,MID,49,1,57,0,0,0,0,1.0,3.4,8.0,1.2,10
Fraser Forster,333,Southampton,GK,44,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Freddie Woodman,513,Newcastle,GK,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Frederico Rodrigues de Paula Santos,274,Man Utd,MID,49,2,90,0,0,1,1,18.6,13.2,11.0,4.3,10
Frederik Alves,521,West Ham,DEF,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Frédéric Guilbert,46,Aston Villa,DEF,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Gabriel Fernando de Jesus,263,Man City,FWD,87,2,90,0,0,0,0,11.0,16.5,66.0,9.4,10
Gabriel Magalhães,23,Arsenal,DEF,50,15,90,1,0,1,0,51.2,0.1,33.0,8.4,10
Gabriel Teodoro Martinelli Silva,26,Arsenal,MID,52,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Giovani Lo Celso,372,Spurs,MID,59,2,72,0,0,0,0,10.6,21.3,22.0,5.4,10
Granit Xhaka,7,Arsenal,MID,49,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Grant Hanley,319,Norwich,DEF,44,1,87,0,0,0,0,14.8,13.2,0.0,2.8,10
Gylfi Sigurdsson,164,Everton,MID,68,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Hakim Ziyech,131,Chelsea,MID,73,2,63,0,0,1,1,1.0,24.1,45.0,7.0,10
Halil Dervişoğlu,95,Brentford,FWD,54,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Hamza Choudhury,214,Leicester,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Harrison Ashby,617,West Ham,DEF,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Harry Kane,357,Spurs,FWD,121,2,90,0,0,0,0,5.2,3.9,24.0,3.3,10
Harry Maguire,273,Man Utd,DEF,54,5,90,0,0,1,1,18.6,1.8,0.0,2.0,10
Harry Tyrer,616,Everton,GK,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Harry Winks,366,Spurs,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Harvey Barnes,215,Leicester,MID,66,1,45,0,0,0,0,10.4,5.9,100.0,11.6,10
Harvey Elliott,506,Liverpool,MID,53,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Haydon Roberts,560,Brighton,DEF,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Hee-Chan Hwang,583,Wolves,FWD,57,2,90,0,0,0,0,10.0,4.2,8.0,2.2,10
Heung-Min Son,359,Spurs,MID,102,2,90,0,0,0,0,9.2,24.3,18.0,5.2,10
Hugo Lloris,353,Spurs,GK,55,1,90,0,0,0,0,7.4,0.0,0.0,0.7,10
Héctor Bellerín,9,Arsenal,DEF,48,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Héctor Junior Firpo Adames,463,Leeds,DEF,48,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Hélder Wander Sousa de Azevedo e Costa,192,Leeds,MID,54,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Ian Carlo Poveda-Ocampo,195,Leeds,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Ibrahima Diallo,349,Southampton,MID,45,1,10,0,0,0,0,3.4,0.0,0.0,0.3,10
Ibrahima Konaté,243,Liverpool,DEF,51,1,90,0,0,0,0,18.0,1.0,4.0,2.3,10
Ilkay Gündogan,250,Man City,MID,72,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Illan Meslier,199,Leeds,GK,50,2,90,0,0,0,0,14.4,0.0,0.0,1.4,10
Imrân Louza,403,Watford,MID,53,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Isaac Hayden,306,Newcastle,MID,45,1,66,0,0,0,1,16.6,0.6,0.0,1.7,10
Isaac Success Ajayi,393,Watford,FWD,50,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Ismaila Sarr,399,Watford,MID,62,2,90,0,0,0,0,5.2,5.0,23.0,3.3,10
Issa Diop,424,West Ham,DEF,43,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Ivan Toney,78,Brentford,FWD,66,2,90,0,0,0,0,0.0,0.4,43.0,4.3,10
Jack Butland,156,Crystal Palace,GK,44,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Jack Cork,101,Burnley,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Jack Grealish,33,Man City,MID,78,2,77,0,0,0,0,10.2,56.6,42.0,10.9,10
Jack Harrison,267,Leeds,MID,57,1,90,0,0,0,1,4.6,21.6,26.0,5.2,10
Jack Stephens,338,Southampton,DEF,44,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Jacob Murphy,304,Newcastle,MID,50,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Jacob Ramsey,51,Aston Villa,MID,45,1,14,0,0,0,0,0.0,0.5,0.0,0.0,10
Jacob Sørensen,327,Norwich,DEF,43,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Jaden Philogene-Bidace,497,Aston Villa,MID,50,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Jadon Sancho,485,Man Utd,MID,89,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Jairo Riedewald,157,Crystal Palace,MID,48,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Jakub Moder,75,Brighton,MID,45,2,65,0,0,0,0,3.8,1.3,0.0,0.5,10
Jamaal Lascelles,299,Newcastle,DEF,44,0,90,0,0,0,1,17.4,0.3,6.0,2.4,10
Jamal Baptiste,554,West Ham,DEF,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
Jamal Lewis,311,Newcastle,DEF,43,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
James Justin,218,Leicester,DEF,49,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
James Maddison,212,Leicester,MID,67,2,69,0,0,0,0,5.2,20.1,17.0,4.2,10
James McArthur,148,Crystal Palace,MID,45,3,90,0,0,1,0,21.0,12.6,1.0,3.5,10
James Milner,221,Liverpool,MID,49,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
James Rodríguez,166,Everton,MID,69,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
James Storer,621,Wolves,GK,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10
James Tarkowski,98,Burnley,DEF,50,2,90,0,0,0,0,24.4,0.3,7.0,3.2,10
